"PROVINCIE","BEVOEGD GEZAG NUMMER","BRIN NUMMER","INSTELLINGSNAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","ONDERWIJSSTRUCTUUR","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","NODAAL GEBIED CODE","NODAAL GEBIED NAAM","RPA-GEBIED CODE","RPA-GEBIED NAAM","WGR-GEBIED CODE","WGR-GEBIED NAAM","COROPGEBIED CODE","COROPGEBIED NAAM","ONDERWIJSGEBIED CODE","ONDERWIJSGEBIED NAAM","RMC-REGIO CODE","RMC-REGIO NAAM"
"Noord-Brabant","40854","25MB","Stg ROC Summa College","Sterrenlaan","10","5631KA","EINDHOVEN","0772","EINDHOVEN","Algemeen bijzonder","0402694000","www.summacollege.nl","MAVO/HAVO/MBO","Postbus","6101","5600HC","EINDHOVEN","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","40856","25MG","Commanderij College voor gymnasium atheneum havo vmbo  en praktijkonderwijs","Sleutelbosch","2","5421KZ","GEMERT","1652","GEMERT-BAKEL","Algemeen bijzonder","0492371220","www.commanderijcollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","58","5420AB","GEMERT","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","40936","01XL","Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO","Grote Bos","2","5666AZ","GELDROP","1771","GELDROP-MIERLO","Algemeen bijzonder","0402867715","www.strabrecht.nl","MAVO/HAVO/VWO","Grote Bos","2","5666AZ","GELDROP","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41054","16RT","Voortgezet Onderwijs Best-Oirschot","Willem de Zwijgerweg","150","5684SL","BEST","0753","BEST","Rooms-Katholiek","0499336231","www.voboscholen.nl","VBO/MAVO/HAVO/VWO","Postbus","184","5680AD","BEST","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41070","05PL","Ds. Pierson College voor Mavo Havo Atheneum","Geraert ter Borchstraat","1","5212CZ","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Protestants-Christelijk","0736442929","www.pierson.nl","MAVO/HAVO/VWO","Postbus","701","5201AS","'S-HERTOGENBOSCH","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41164","30MM","Pro College Boxmeer, school voor Praktijkonderwijs","Stationsweg","38-B","5831CR","BOXMEER","0756","BOXMEER","Algemeen bijzonder","0485577459","www.procollege.nl","PRO","Celebesstraat","12","6524KE","NIJMEGEN","73","Boxmeer","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","11","Oostelijk Maas-Waalgebied","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","02FY","OMO Scholengroep Bergen op Zoom e.o. voor Lyceum Havo Mavo Vbo Lwoo","Bolwerk-Zuid","168","4611DX","BERGEN OP ZOOM","0748","BERGEN OP ZOOM","Rooms-Katholiek","0164213520","www.sgboz.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","64","Bergen op Zoom","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41211","02QT","Maurick College Scholengemeenschap voor vmbo, havo, atheneum en gymnasium","Titus Brandsmalaan","1","5262BS","VUGHT","0865","VUGHT","Rooms-Katholiek","0736562302","www.maurickcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","04SU","Voortgezet Onderwijs Veghel","Pr W Alexander Sportprk","15","5461XL","VEGHEL","1948","MEIERIJSTAD","Rooms-Katholiek","0413366941","www.zwijsencollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","71","Uden","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","04XU","Baanderherencollege Vmbo","Baanderherenweg","2","5282RJ","BOXTEL","0757","BOXTEL","Rooms-Katholiek","0411676924","www.bhcvmbo.nl","VBO/MAVO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","04YX","Munnikenheide College voor MAVO VBO LWOO","Trivium","60","4873LP","ETTEN-LEUR","0777","ETTEN-LEUR","Rooms-Katholiek","0765016152","www.munnikenheidecollege.nl","VBO/MAVO","Postbus","574","5000AN","TILBURG","66","Breda","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41211","07MU","Rodenborch-College voor Atheneum Havo Mavo","T.M. Kortenhorstlaan","4","5244GD","ROSMALEN","0796","S HERTOGENBOSCH","Rooms-Katholiek","0735219046","www.rodenborch.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","13PE","Varendonck College voor Atheneum Gymnasium Havo Vmbo Lwoo Pro","Beatrixlaan","25","5721LZ","ASTEN","0743","ASTEN","Rooms-Katholiek","0493672672","www.varendonck.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","14SW","Roncalli Scholengemeenschap voor Ath Havo Mavo","Tuinderspad","6","4613CA","BERGEN OP ZOOM","0748","BERGEN OP ZOOM","Samenwerking PC, RK","0164241050","www.roncalli-boz.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","64","Bergen op Zoom","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41211","15BS","Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo","Knegselseweg","30","5504NC","VELDHOVEN","0861","VELDHOVEN","Rooms-Katholiek","0402309444","www.sondervick.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","16OX","2College voor Lyceum Havo Mavo Vbo","Van Kemenadelaan","5","5061EE","OISTERWIJK","0824","OISTERWIJK","Rooms-Katholiek","0880232600","www.2college.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41211","16RB","Jacob-Roelandslyceum","Grote Beemd","3","5281CC","BOXTEL","0757","BOXTEL","Rooms-Katholiek","0411672219","www.jrl.nl","HAVO/VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","16SW","Rooms Katholieke Scholengemeenschap METAMEER voor ATH HAVO VMBO LWOO","Stevensbeekseweg","8-A","5844AB","STEVENSBEEK","1702","SINT ANTHONIS","Rooms-Katholiek","0485381600","www.metameer.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","73","Boxmeer","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","11","Oostelijk Maas-Waalgebied","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","16VK","OMO Scholengroep De Langstraat","Olympiaweg","8-B","5143NA","WAALWIJK","0867","WAALWIJK","Rooms-Katholiek","0416673930","www.sgdelangstraat.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","67","Waalwijk","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","12","Noord-Noord-Brabant","35","Midden-Brabant"
"Noord-Brabant","41211","17HN","Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo","Bilderbeekstraat","27","5831CW","BOXMEER","0756","BOXMEER","Rooms-Katholiek","0485572032","www.elzendaalcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","73","Boxmeer","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","11","Oostelijk Maas-Waalgebied","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","17JY","Gymnasium Beekvliet","Beekvlietstraat","4","5271SM","SINT-MICHIELSGESTEL","0845","SINT-MICHIELSGESTEL","Rooms-Katholiek","0735512213","www.gymnasiumbeekvliet.nl","VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","17KF","Van Maerlant voor Mavo Vbo Lwoo","Onderwijsboulevard","1","5223DE","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Rooms-Katholiek","0736132931","www.vanmaerlant.nl","VBO/MAVO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","17VP","Instelling Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO LWOO PRO","Vloeieindsedreef","5","5753SM","DEURNE","0762","DEURNE","Rooms-Katholiek","0493353400","www.ivo-deurne.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","18XR","Rythovius College Scholengemeenschap voor Lyc Havo Mavo","Bospoort","1","5521CK","EERSEL","0770","EERSEL","Rooms-Katholiek","0497513043","www.rythoviuscollege.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","19RX","Merletcollege Lyc Havo Mavo Vbo Lwoo","Katwijkseweg","2","5431RX","CUIJK","1684","CUIJK","Rooms-Katholiek","0485336336","www.merletcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","73","Boxmeer","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","11","Oostelijk Maas-Waalgebied","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","20AT","Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo","Roostenlaan","296","5644BS","EINDHOVEN","0772","EINDHOVEN","Rooms-Katholiek","0402116090","www.sintjoriscollege.info","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","20BQ","Mill Hill College voor mavo, havo en vwo","Venneweg","42","5051BP","GOIRLE","0785","GOIRLE","Rooms-Katholiek","0135420538","www.mill-hillcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41211","20GA","Van Maerlantlyceum","Jacob van Maerlantlaan","11","5615JS","EINDHOVEN","0772","EINDHOVEN","Rooms-Katholiek","0402513704","www.vanmaerlantlyceum.nl","HAVO/VWO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","20IB","Eckartcollege voor Lyc Havo Mavo Vbo Lwoo","Damocleslaan","3","5631KC","EINDHOVEN","0772","EINDHOVEN","Samenwerking PC, RK","0402972222","www.eckartcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","20JX","OMO Scholengroep Helmond","Keizerin Marialaan","4","5702NR","HELMOND","0794","HELMOND","Rooms-Katholiek","0492792020","www.omoscholengroephelmond.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","20ST","Sint-Janslyceum School voor Gymnasium Atheneum Havo en Mavo","Sweelinckplein","3","5216EG","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Rooms-Katholiek","0736154780","www.sjl.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","20SY","Jeroen Bosch College Scholengemeenschap voor Vwo Havo en Mavo","Rompertsebaan","63","5231GT","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Rooms-Katholiek","0736412350","www.jbc.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","20WI","Maaslandcollege Scholengemeenschap voor Mavo Havo Vwo","Vianenstraat","1","5342AJ","OSS","0828","OSS","Rooms-Katholiek","0412667070","www.maaslandcollege.nl","MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","72","Oss","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","20ZK","OMO sg Tongerlo voor LYC HAVO VMBO LWOO PRO","Bovendonk","1","4707ZH","ROOSENDAAL","1674","ROOSENDAAL","Rooms-Katholiek","0165792000","www.sgtongerlo.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","574","5000AN","TILBURG","65","Roosendaal en Nispen","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41211","21EX","Theresialyceum voor gymnasium atheneum en havo","Prof Cobbenhagenlaan","5","5037DA","TILBURG","0855","TILBURG","Rooms-Katholiek","0134673738","www.theresialyceum.nl","HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41211","21FV","Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO","Noordhoekring","99","5038GC","TILBURG","0855","TILBURG","Rooms-Katholiek","0135426652","www.odulphus.nl","HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41211","21GV","Scholengemeenschap Were Di voor gymnasium, atheneum, havo, vmbo en lwoo","Merendreef","1","5553CC","VALKENSWAARD","0858","VALKENSWAARD","Rooms-Katholiek","0402074700","www.sgweredi.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41211","21GZ","Kwadrant Scholengroep  RK Regionale Scholengemeenschap voor Vwo Havo en Vmbo","Mgr. Schaepmanlaan","13","5103BB","DONGEN","0766","DONGEN","Rooms-Katholiek","0162372810","www.cambreurcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41211","23FY","Bossche Vakschool voor Mavo Vbo Lwoo","Hervensebaan","5","5232JL","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Samenwerking RK, Alg. Bijz.","0736443777","www.bosschevakschool.nl","VBO/MAVO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","26MZ","Baanderherencollege Praktijkonderwijs","Baanderherenweg","2","5282RJ","BOXTEL","0757","BOXTEL","Rooms-Katholiek","0411676924","www.bhcpraktijkonderwijs.nl","PRO","Postbus","574","5000AN","TILBURG","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41211","31LW","De Nieuwste School voor vwo havo mavo","Sint Josephstraat","106","5017GK","TILBURG","0855","TILBURG","Rooms-Katholiek","0135812066","www.denieuwsteschool.nl","VBO/MAVO/HAVO/VWO","Postbus","574","5000AN","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41313","17MA","De Rijzert, school voor Praktijkonderwijs","Hedikhuizerweg","3","5222BC","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Algemeen bijzonder","0736217623","www.rijzert.nl","PRO","Hedikhuizerweg","3","5222BC","'S-HERTOGENBOSCH","69","'s-Hertogenbosch","27","Noordoost-Brabant","36","Noordoost-Brabant","35","Noordoost-Noord-Brabant","12","Noord-Noord-Brabant","36","Noord-Oost-Brabant"
"Noord-Brabant","41332","00NE","Jan van Brabant College vestiging Deltaweg","Deltaweg","205","5709AB","HELMOND","0794","HELMOND","Openbaar","0492510306","www.janvanbrabantcollege.nl","VBO/MAVO","Deltaweg","205","5709AB","HELMOND","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41332","14LF","Jan van Brabant College vestiging Molenstraat","Molenstraat","191","5701KD","HELMOND","0794","HELMOND","Openbaar","0492522287","www.janvanbrabant.nl","MAVO/HAVO/VWO","Molenstraat","191","5701KD","HELMOND","74","Helmond","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41555","10LU","Regionale Scholengemeenschap 't Rijks School voor Lyceum Havo Mavo","Burg Stulemeijerlaan","24","4611EG","BERGEN OP ZOOM","0748","BERGEN OP ZOOM","Openbaar","0164242150","www.rsgrijks.nl","MAVO/HAVO/VWO","Burg Stulemeijerlaan","24","4611EG","BERGEN OP ZOOM","64","Bergen op Zoom","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41587","19EN","Jan Tinbergen College Openbare Scholengemeenschap voor Ath Havo Mavo","Burg Schneiderlaan","2","4706EZ","ROOSENDAAL","1674","ROOSENDAAL","Openbaar","0165543871","www.jtc-roosendaal.nl","MAVO/HAVO/VWO","Postbus","1675","4700BR","ROOSENDAAL","65","Roosendaal en Nispen","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","41599","25LV","Scholengemeenschap De Rooi Pannen","Dr. Ahausstraat","1","5042EK","TILBURG","0855","TILBURG","Rooms-Katholiek","0135002100","www.derooipannen.nl","VBO/MAVO/MBO","Postbus","1458","5004BL","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41623","16MQ","Koning Willem II College voor Lyc Havo Mavo","Tatraweg","80","5022DS","TILBURG","0855","TILBURG","Openbaar","0135436631","www.willem2.nl","VBO/MAVO/HAVO/VWO","Tatraweg","80","5022DS","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41623","18XU","Beatrix College voor Mavo, Havo, Atheneum","Ketelhavenstraat","3","5045NG","TILBURG","0855","TILBURG","Openbaar","0135711725","www.beatrixcollege.nl","VBO/MAVO/HAVO/VWO","Ketelhavenstraat","3","5045NG","TILBURG","68","Tilburg","26","Midden-Brabant","35","Midden-Brabant","34","Midden-Noord-Brabant","21","Tilburg en omstreken","35","Midden-Brabant"
"Noord-Brabant","41840","20BK","Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo","Henegouwenlaan","2-2A","5628WK","EINDHOVEN","0772","EINDHOVEN","Openbaar","0402645367","www.stedelijkcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","1310","5602BH","EINDHOVEN","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","41882","30BC","SiNTLUCAS","Torenallee","75","5617BB","EINDHOVEN","0772","EINDHOVEN","Overige","0402591391","www.sintlucas.nl","VBO/MBO","Postbus","872","5600AW","EINDHOVEN","70","Eindhoven","28","Zuidoost-Brabant","37","Zuidoost-Brabant","36","Zuidoost-Noord-Brabant","22","Zuidoost-Noord-Brabant","37","Zuidoost-Brabant"
"Noord-Brabant","42992","02QO","Sint Oelbert Gymnasium","Warandelaan","3","4904PA","OOSTERHOUT NB","0826","OOSTERHOUT","Rooms-Katholiek","0162447474","www.oelbert.nl","VWO","Postbus","212","4900AE","OOSTERHOUT NB","66","Breda","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
"Noord-Brabant","42992","14SZ","Newmancollege Rooms Katholieke Scholengemeenschap voor Vwo Havo Mavo","Verviersstraat","4","4826HT","BREDA","0758","BREDA","Rooms-Katholiek","0765810450","www.newmancollege.nl","MAVO/HAVO/VWO","Verviersstraat","4","4826HT","BREDA","66","Breda","25","West-Brabant","34","West-Brabant","33","West-Noord-Brabant","20","West-Noord-Brabant","34","West-Brabant"
